symbol	date	error_type	error_code
ALLIF	2020-01-31	response error	503
ALLM	2020-01-31	response error	503
ALLPF	2020-01-31	no data	
ALLUSD.COMP	2020-01-31	no data	
ALLUSD.EUAM	2020-01-31	no data	
ALLVF	2020-01-31	no data	
ALLWF	2020-01-31	no data	
ALLXF	2020-01-31	low data size	
ALLY	2020-01-31	no data	
ALLY-A	2020-01-31	no data	
ALME	2020-01-31	low data size	
ALMFF	2020-01-31	low data size	
ALMMF	2020-01-31	low data size	
ALMTF	2020-01-31	no data	
ALNPF	2020-01-31	low data size	
ALNRF	2020-01-31	no data	
ALOD	2020-01-31	low data size	
ALP-Q	2020-01-31	no data	
ALPC	2020-01-31	response error	503
ALPIB	2020-01-31	response error	503
ALPKF	2020-01-31	no data	
ALPMY	2020-01-31	low data size	
ALPP	2020-01-31	no data	
ALRGF	2020-01-31	no data	
ALRHF	2020-01-31	no data	
ALSMY	2020-01-31	low data size	
ALSN	2020-01-31	no data	
ALSRF	2020-01-31	no data	
ALSSF	2020-01-31	low data size	
ALST	2020-01-31	no data	
ALTA	2020-01-31	no data	
ALTAF	2020-01-31	low data size	
ALTB	2020-01-31	no data	
ALTCY	2020-01-31	no data	
ALTD	2020-01-31	no data	
ALTGF	2020-01-31	response error	503
ALTKF	2020-01-31	low data size	
ALTKY	2020-01-31	low data size	
ALTMW	2020-01-31	no data	
ALTN	2020-01-31	low data size	
ALTPF	2020-01-31	no data	
ALTSF	2020-01-31	low data size	
ALVOF	2020-01-31	no data	
ALVRQ	2020-01-31	no data	
ALVVF	2020-01-31	no data	
ALXEF	2020-01-31	no data	
ALXXF	2020-01-31	no data	
AM	2020-01-31	no data	
AMADF	2020-01-31	no data	
AMADY	2020-01-31	no data	
AMANF	2020-01-31	no data	
AMAVF	2020-01-31	low data size	
AMBBY	2020-01-31	no data	
AMBFF	2020-01-31	no data	
AMBKP	2020-01-31	low data size	
AMBOY	2020-01-31	no data	
AMBS	2020-01-31	no data	
AMC	2020-01-31	no data	
AMCA.DV.X	2020-01-31	no data	
AMCA.EU.X	2020-01-31	no data	
AMCA.IV.X	2020-01-31	no data	
AMCA.NV.X	2020-01-31	no data	
AMCA.SO.X	2020-01-31	no data	
AMCA.TC.X	2020-01-31	no data	
AMCCF	2020-01-31	response error	503
AMCF	2020-01-31	no data	
AMCO	2020-01-31	no data	
AMCR	2020-01-31	response error	503
AMCT	2020-01-31	no data	
AMCUF	2020-01-31	response error	500
AMCY	2020-01-31	low data size	
AMDDW	2020-01-31	no data	
AMDHF	2020-01-31	low data size	
AMDLY	2020-01-31	low data size	
AMDUSD.COMP	2020-01-31	no data	
AMDUSD.EUAM	2020-01-31	no data	
AMDWF	2020-01-31	no data	
AMEUF	2020-01-31	no data	
AMFPF	2020-01-31	low data size	
AMGDF	2020-01-31	response error	503
AMH-D	2020-01-31	no data	
AMH-E	2020-01-31	no data	
AMH-F	2020-01-31	no data	
AMH-G	2020-01-31	no data	
AMH-H	2020-01-31	no data	
AMHPF	2020-01-31	low data size	
AMHRP	2020-01-31	no data	
AMHV	2020-01-31	response error	503
AMIGY	2020-01-31	low data size	
AMIUF	2020-01-31	response error	503
AMIVF	2020-01-31	no data	
AMK	2020-01-31	response error	503
AMKAF	2020-01-31	low data size	
AMKBF	2020-01-31	low data size	
AMKBY	2020-01-31	no data	
AMKYF	2020-01-31	no data	
AMLC	2020-01-31	low data size	
AMLM	2020-01-31	low data size	
AMLTF	2020-01-31	low data size	
AMLYY	2020-01-31	no data	
AMMCF	2020-01-31	low data size	
AMMHF	2020-01-31	response error	503
AMNC	2020-01-31	no data	
AMNCB	2020-01-31	no data	
AMNP	2020-01-31	low data size	
AMOCF	2020-01-31	response error	503
AMOO	2020-01-31	no data	
AMPG	2020-01-31	no data	
AMPLQ	2020-01-31	no data	
AMPO	2020-01-31	response error	503
AMPY	2020-01-31	no data	
AMPYW	2020-01-31	no data	
AMRA	2020-01-31	no data	
AMRC	2020-01-31	no data	
AMRCF	2020-01-31	response error	503
AMRPF	2020-01-31	response error	500
AMRQQ	2020-01-31	response error	503
AMRR	2020-01-31	no data	
AMRT	2020-01-31	low data size	
AMRWF	2020-01-31	low data size	
AMRWQ	2020-01-31	response error	503
AMRX	2020-01-31	no data	
AMRZF	2020-01-31	no data	
AMSA	2020-01-31	low data size	
AMSE	2020-01-31	no data	
AMSIY	2020-01-31	low data size	
AMSLF	2020-01-31	low data size	
AMSSY	2020-01-31	no data	
AMSU	2020-01-31	low data size	
AMSYF	2020-01-31	low data size	
AMVGF	2020-01-31	low data size	
AMVMF	2020-01-31	low data size	
AMXEF	2020-01-31	low data size	
ANAV	2020-01-31	no data	
ANCE	2020-01-31	no data	
ANCTF	2020-01-31	low data size	
ANDC	2020-01-31	no data	
ANDD	2020-01-31	no data	
ANDGF	2020-01-31	no data	
ANDI	2020-01-31	no data	
ANDOF	2020-01-31	no data	
ANET	2020-01-31	no data	
ANEWF	2020-01-31	low data size	
ANFC	2020-01-31	no data	
ANFI	2020-01-31	no data	
ANGBF	2020-01-31	low data size	
ANGGBP.COMP	2020-01-31	no data	
ANGGBP.EUAM	2020-01-31	no data	
ANGPY	2020-01-31	no data	
ANGSRD.COMP	2020-01-31	no data	
ANGSRD.EUAM	2020-01-31	no data	
ANGUSD.COMP	2020-01-31	no data	
ANGUSD.EUAM	2020-01-31	no data	
ANH-C	2020-01-31	no data	
ANHGY	2020-01-31	no data	
ANIOY	2020-01-31	low data size	
ANKOF	2020-01-31	no data	
ANLBF	2020-01-31	no data	
ANLDF	2020-01-31	no data	
ANLKY	2020-01-31	no data	
ANMP	2020-01-31	no data	
ANNIF	2020-01-31	no data	
ANNMF	2020-01-31	no data	
ANNSF	2020-01-31	no data	
ANPCF	2020-01-31	no data	
ANPCY	2020-01-31	no data	
ANPDF	2020-01-31	low data size	
ANPDY	2020-01-31	low data size	
ANPFF	2020-01-31	no data	
ANPOF	2020-01-31	no data	
ANRCF	2020-01-31	no data	
ANSLF	2020-01-31	low data size	
ANSLY	2020-01-31	low data size	
ANSU	2020-01-31	no data	
ANTGF	2020-01-31	no data	
ANTH	2020-01-31	no data	
ANTI	2020-01-31	low data size	
ANTOF	2020-01-31	no data	
ANVV	2020-01-31	no data	
ANXGF	2020-01-31	no data	
ANYB	2020-01-31	no data	
ANZFF	2020-01-31	low data size	
ANZLY	2020-01-31	no data	
AOBI	2020-01-31	no data	
AOCIF	2020-01-31	no data	
AOECF	2020-01-31	no data	
AONCF	2020-01-31	no data	
AONNF	2020-01-31	low data size	
AOOO	2020-01-31	low data size	
AORGF	2020-01-31	no data	
AOS	2020-01-31	no data	
AOTHF	2020-01-31	no data	
AOTUF	2020-01-31	low data size	
AOVTF	2020-01-31	low data size	
AOWDF	2020-01-31	no data	
AOXG	2020-01-31	no data	
AOZOF	2020-01-31	no data	
AOZOY	2020-01-31	no data	
APAAF	2020-01-31	no data	
APAJF	2020-01-31	low data size	
APAM	2020-01-31	no data	
APBCF	2020-01-31	no data	
APCOF	2020-01-31	no data	
APDSF	2020-01-31	low data size	
APELF	2020-01-31	low data size	
APEMY	2020-01-31	no data	
APEOF	2020-01-31	low data size	
APEUF	2020-01-31	no data	
APEXF	2020-01-31	low data size	
APGI	2020-01-31	no data	
APGMF	2020-01-31	no data	
APHA	2020-01-31	no data	
APHD	2020-01-31	no data	
APHE	2020-01-31	no data	
APHTF	2020-01-31	no data	
APLE	2020-01-31	no data	
APLO	2020-01-31	low data size	
APLVF	2020-01-31	low data size	
APMCF	2020-01-31	low data size	
APMSF	2020-01-31	no data	
APNHF	2020-01-31	low data size	
APNHY	2020-01-31	low data size	
APNR	2020-01-31	no data	
APO	2020-01-31	no data	
APO-A	2020-01-31	no data	
APO-B	2020-01-31	no data	
APPB	2020-01-31	no data	
APPCF	2020-01-31	no data	
APPEF	2020-01-31	no data	
APPG	2020-01-31	no data	
APPZ	2020-01-31	no data	
APQT	2020-01-31	no data	
APRAF	2020-01-31	low data size	
APRDO	2020-01-31	low data size	
APRDP	2020-01-31	low data size	
APRN	2020-01-31	no data	
APRRF	2020-01-31	no data	
APRWF	2020-01-31	no data	
APSI	2020-01-31	no data	
APTCF	2020-01-31	low data size	
APTEF	2020-01-31	response error	503
APTL	2020-01-31	low data size	
APTPF	2020-01-31	no data	
APTS	2020-01-31	no data	
APTTF	2020-01-31	no data	
APTV	2020-01-31	no data	
APTY	2020-01-31	no data	
APVTW	2020-01-31	response error	503
APXNF	2020-01-31	no data	
APY	2020-01-31	no data	
APYI	2020-01-31	low data size	
APYP	2020-01-31	no data	
APYRF	2020-01-31	low data size	
AQ	2020-01-31	no data	
AQBN	2020-01-31	no data	
AQCP	2020-01-31	low data size	
AQFD	2020-01-31	no data	
AQFH	2020-01-31	no data	
AQN	2020-01-31	no data	
AQNA	2020-01-31	no data	
AQNB	2020-01-31	response error	503
AQQRF	2020-01-31	no data	
AQQSQ	2020-01-31	no data	
AQSP	2020-01-31	low data size	
AQSZF	2020-01-31	no data	
AQUA	2020-01-31	no data	
AR	2020-01-31	no data	
ARA	2020-01-31	no data	
ARAO	2020-01-31	no data	
ARAT	2020-01-31	no data	
ARBFF	2020-01-31	no data	
ARBI	2020-01-31	low data size	
ARCH	2020-01-31	no data	
ARCM	2020-01-31	no data	
ARCM.IV.X	2020-01-31	no data	
ARCO	2020-01-31	no data	
ARCS	2020-01-31	no data	
ARCUF	2020-01-31	no data	
ARCVF	2020-01-31	low data size	
ARCXF	2020-01-31	low data size	
ARD	2020-01-31	no data	
ARDC	2020-01-31	no data	
ARDMQ	2020-01-31	response error	503
ARDWF	2020-01-31	low data size	
ARDZF	2020-01-31	no data	
ARE-D	2020-01-31	low data size	
AREB	2020-01-31	no data	
ARECW	2020-01-31	response error	503
ARES	2020-01-31	no data	
ARES-A	2020-01-31	no data	
AREVF	2020-01-31	response error	503
ARFXF	2020-01-31	low data size	
ARGB	2020-01-31	low data size	
ARGC	2020-01-31	no data	
ARGD	2020-01-31	no data	
ARGEF	2020-01-31	no data	
ARGGY	2020-01-31	response error	503
ARGNF	2020-01-31	no data	
ARGQ	2020-01-31	no data	
ARGYF	2020-01-31	no data	
ARHCF	2020-01-31	low data size	
ARHH	2020-01-31	no data	
ARHI	2020-01-31	low data size	
ARHOF	2020-01-31	no data	
ARHUF	2020-01-31	no data	
ARHVF	2020-01-31	no data	
ARI	2020-01-31	low data size	
ARKAF	2020-01-31	low data size	
ARKTF	2020-01-31	low data size	
ARLLF	2020-01-31	no data	
ARLO	2020-01-31	no data	
ARMC	2020-01-31	no data	
ARMK	2020-01-31	no data	
ARMVF	2020-01-31	no data	
ARMZF	2020-01-31	response error	503
ARNGF	2020-01-31	no data	
ARNI	2020-01-31	low data size	
AROFF	2020-01-31	no data	
AROSF	2020-01-31	no data	
ARPC	2020-01-31	low data size	
ARPTF	2020-01-31	no data	
ARR	2020-01-31	no data	
ARR-B	2020-01-31	no data	
ARRAF	2020-01-31	no data	
ARRHW	2020-01-31	no data	
ARRJF	2020-01-31	no data	
ARRPY	2020-01-31	no data	
ARRRF	2020-01-31	no data	
ARRT	2020-01-31	no data	
ARRXF	2020-01-31	response error	503
ARSC	2020-01-31	no data	
ARSCLP.COMP	2020-01-31	no data	
ARSCLP.EUAM	2020-01-31	no data	
ARSCOP.COMP	2020-01-31	no data	
ARSCOP.EUAM	2020-01-31	no data	
ARSDKK.COMP	2020-01-31	no data	
ARSDKK.MOR2	2020-01-31	no data	
ARSMF	2020-01-31	no data	
ARSN	2020-01-31	no data	
ARSP	2020-01-31	no data	
ARSPEN.COMP	2020-01-31	no data	
ARSPEN.EUAM	2020-01-31	no data	
ARSSF	2020-01-31	response error	503
ARST	2020-01-31	no data	
ARSUF	2020-01-31	no data	
ARSZAR.COMP	2020-01-31	no data	
ARSZAR.EUAM	2020-01-31	no data	
ARTAF	2020-01-31	response error	503
ARTH	2020-01-31	no data	
ARTNB	2020-01-31	low data size	
ARTTF	2020-01-31	no data	
ARTZF	2020-01-31	low data size	
ARUXF	2020-01-31	low data size	
ARWGF	2020-01-31	no data	
ARWJF	2020-01-31	low data size	
ARXRF	2020-01-31	low data size	
ARXXL	2020-01-31	no data	
ARYC	2020-01-31	low data size	
ARZGF	2020-01-31	low data size	
ARZGY	2020-01-31	low data size	
ARZTF	2020-01-31	low data size	
ARZTY	2020-01-31	no data	
ASAB	2020-01-31	no data	
ASASF	2020-01-31	no data	
ASAZY	2020-01-31	low data size	
ASB-C	2020-01-31	no data	
ASB-D	2020-01-31	no data	
ASB-E	2020-01-31	no data	
ASBFF	2020-01-31	low data size	
ASBRY	2020-01-31	low data size	
ASC	2020-01-31	no data	
ASCC	2020-01-31	no data	
ASCCF	2020-01-31	low data size	
ASCCY	2020-01-31	no data	
ASCJF	2020-01-31	low data size	
ASCK	2020-01-31	no data	
ASCKD	2020-01-31	no data	
ASCMB	2020-01-31	low data size	
ASCN	2020-01-31	low data size	
ASCS	2020-01-31	no data	
ASDN	2020-01-31	low data size	
ASDOF	2020-01-31	low data size	
ASDRF	2020-01-31	no data	
ASEJF	2020-01-31	low data size	
ASEKF	2020-01-31	low data size	
ASEKY	2020-01-31	low data size	
ASET.DV.X	2020-01-31	no data	
ASET.EU.X	2020-01-31	no data	
ASET.IV.X	2020-01-31	no data	
ASET.NV.X	2020-01-31	no data	
ASET.SO.X	2020-01-31	no data	
ASET.TC.X	2020-01-31	no data	
ASGLF	2020-01-31	low data size	
ASGOF	2020-01-31	no data	
ASGTF	2020-01-31	no data	
ASHTY	2020-01-31	no data	
ASHXF	2020-01-31	low data size	
ASHYF	2020-01-31	no data	
ASIN	2020-01-31	no data	
ASIUQ	2020-01-31	no data	
ASIX	2020-01-31	no data	
ASKE	2020-01-31	no data	
ASKH	2020-01-31	no data	
ASKTF	2020-01-31	no data	
ASLEF	2020-01-31	no data	
ASMIY	2020-01-31	no data	
ASMLF	2020-01-31	no data	
ASMVF	2020-01-31	low data size	
ASMVY	2020-01-31	no data	
ASNB	2020-01-31	no data	
ASNCF	2020-01-31	low data size	
ASNHF	2020-01-31	no data	
ASNT	2020-01-31	no data	
ASNXF	2020-01-31	no data	
ASOMF	2020-01-31	low data size	
ASOMY	2020-01-31	no data	
ASOZF	2020-01-31	no data	
ASOZY	2020-01-31	no data	
ASPCF	2020-01-31	response error	503
ASPN	2020-01-31	no data	
ASPR	2020-01-31	no data	
ASPT	2020-01-31	no data	
ASPW	2020-01-31	low data size	
ASPXF	2020-01-31	no data	
ASRAF	2020-01-31	no data	
ASRMF	2020-01-31	low data size	
ASRRF	2020-01-31	no data	
ASTO	2020-01-31	low data size	
ASTPF	2020-01-31	no data	
ASTTF	2020-01-31	no data	
ASTVF	2020-01-31	no data	
ASUUY	2020-01-31	no data	
ASUXF	2020-01-31	low data size	
ASX	2020-01-31	no data	
ASXFY	2020-01-31	no data	
ASXX.X	2020-01-31	no data	
AT	2020-01-31	no data	
ATANF	2020-01-31	no data	
ATAR	2020-01-31	no data	
ATASF	2020-01-31	low data size	
ATASY	2020-01-31	low data size	
ATAZF	2020-01-31	no data	
ATBHF	2020-01-31	no data	
ATBPF	2020-01-31	no data	
ATBSF	2020-01-31	low data size	
ATBYF	2020-01-31	no data	
ATCD	2020-01-31	low data size	
ATCMF	2020-01-31	no data	
ATCN	2020-01-31	low data size	
ATCV	2020-01-31	no data	
ATDEF	2020-01-31	low data size	
ATDRF	2020-01-31	no data	
ATDRY	2020-01-31	no data	
ATEN	2020-01-31	no data	
ATEYY	2020-01-31	no data	
ATGAF	2020-01-31	response error	503
ATGFF	2020-01-31	no data	
ATGGF	2020-01-31	no data	
ATGSF	2020-01-31	low data size	
ATGSY	2020-01-31	no data	
ATGVF	2020-01-31	no data	
ATH	2020-01-31	no data	
ATH-A	2020-01-31	response error	503
ATH-B	2020-01-31	response error	503
ATHI	2020-01-31	no data	
ATHJF	2020-01-31	low data size	
ATHM	2020-01-31	no data	
ATHOF	2020-01-31	no data	
ATIW	2020-01-31	low data size	
ATIXF	2020-01-31	no data	
ATKR	2020-01-31	no data	
ATLEF	2020-01-31	no data	
ATLGF	2020-01-31	low data size	
ATLKF	2020-01-31	low data size	
ATLT	2020-01-31	no data	
ATMP	2020-01-31	no data	
ATNNF	2020-01-31	no data	
ATNWW	2020-01-31	no data	
ATONF	2020-01-31	no data	
ATONY	2020-01-31	no data	
ATOR	2020-01-31	low data size	
ATOWW	2020-01-31	no data	
ATOXF	2020-01-31	no data	
ATPGQ	2020-01-31	no data	
ATRBF	2020-01-31	low data size	
ATRCF	2020-01-31	response error	503
ATRGF	2020-01-31	no data	
ATRLF	2020-01-31	no data	
ATRRF	2020-01-31	no data	
ATRVF	2020-01-31	no data	
ATSKF	2020-01-31	response error	503
ATTBF	2020-01-31	no data	
ATTGF	2020-01-31	no data	
ATTLF	2020-01-31	no data	
ATTO	2020-01-31	no data	
ATURF	2020-01-31	no data	
ATUS	2020-01-31	no data	
ATUUF	2020-01-31	no data	
ATVDY	2020-01-31	no data	
ATVK	2020-01-31	no data	
ATVOF	2020-01-31	no data	
ATVVF	2020-01-31	no data	
ATVXF	2020-01-31	no data	
ATXDY	2020-01-31	no data	
ATXG	2020-01-31	no data	
ATXMF	2020-01-31	low data size	
ATYM	2020-01-31	low data size	
ATZAF	2020-01-31	no data	
AUBOF	2020-01-31	response error	503
AUCOY	2020-01-31	no data	
AUDAED.COMP	2020-01-31	no data	
AUDAED.EUAM	2020-01-31	no data	
AUDBGN.COMP	2020-01-31	no data	
AUDBGN.EUAM	2020-01-31	no data	
AUDCAD.MORN	2020-01-31	no data	
AUDCAD.SURF	2020-01-31	no data	
AUDCAD.UWCL	2020-01-31	no data	
AUDCAD10M.COMP	2020-01-31	no data	
AUDCAD10M.SURF	2020-01-31	no data	
AUDCAD11M.COMP	2020-01-31	no data	
AUDCAD11M.SURF	2020-01-31	no data	
AUDCAD12M.COMP	2020-01-31	no data	
AUDCAD12M.SURF	2020-01-31	no data	
AUDCAD1M.COMP	2020-01-31	no data	
AUDCAD1M.SURF	2020-01-31	no data	
AUDCAD1W.COMP	2020-01-31	no data	
AUDCAD1W.SURF	2020-01-31	no data	
AUDCAD24M.COMP	2020-01-31	no data	
AUDCAD24M.SURF	2020-01-31	no data	
AUDCAD2M.COMP	2020-01-31	no data	
AUDCAD2M.SURF	2020-01-31	no data	
AUDCAD2W.COMP	2020-01-31	no data	
AUDCAD2W.SURF	2020-01-31	no data	
AUDCAD3M.COMP	2020-01-31	no data	
AUDCAD3M.SURF	2020-01-31	no data	
AUDCAD3W.COMP	2020-01-31	no data	
AUDCAD3W.SURF	2020-01-31	no data	
AUDCAD4M.COMP	2020-01-31	no data	
AUDCAD4M.SURF	2020-01-31	no data	
AUDCAD5M.COMP	2020-01-31	no data	
AUDCAD5M.SURF	2020-01-31	no data	
AUDCAD6M.COMP	2020-01-31	no data	
AUDCAD6M.SURF	2020-01-31	no data	
AUDCAD7M.COMP	2020-01-31	no data	
AUDCAD7M.SURF	2020-01-31	no data	
AUDCAD8M.COMP	2020-01-31	no data	
AUDCAD8M.SURF	2020-01-31	no data	
AUDCAD9M.COMP	2020-01-31	no data	
AUDCAD9M.SURF	2020-01-31	no data	
AUDCADON.COMP	2020-01-31	no data	
AUDCADON.SURF	2020-01-31	no data	
AUDCADSN.COMP	2020-01-31	no data	
AUDCADSN.SURF	2020-01-31	no data	
AUDCADTN.COMP	2020-01-31	no data	
AUDCADTN.SURF	2020-01-31	no data	
AUDCHF.CMC	2020-01-31	no data	
AUDCHF.MORN	2020-01-31	no data	
AUDCHF.SURF	2020-01-31	no data	
AUDCHF.UWCL	2020-01-31	no data	
AUDCHF10M.COMP	2020-01-31	no data	
AUDCHF10M.SURF	2020-01-31	no data	
AUDCHF11M.COMP	2020-01-31	no data	
AUDCHF11M.SURF	2020-01-31	no data	
AUDCHF12M.COMP	2020-01-31	response error	500
AUDCHF12M.SURF	2020-01-31	no data	
AUDCHF12M.UBSW	2020-01-31	response error	500
AUDCHF1M.COMP	2020-01-31	response error	500
AUDCHF1M.SURF	2020-01-31	no data	
AUDCHF1M.UBSW	2020-01-31	response error	500
AUDCHF1W.COMP	2020-01-31	response error	500
AUDCHF1W.SURF	2020-01-31	no data	
AUDCHF1W.UBSW	2020-01-31	response error	500
AUDCHF24M.COMP	2020-01-31	no data	
AUDCHF24M.SURF	2020-01-31	no data	
AUDCHF2M.COMP	2020-01-31	response error	500
AUDCHF2M.SURF	2020-01-31	no data	
AUDCHF2M.UBSW	2020-01-31	response error	500
AUDCHF2W.COMP	2020-01-31	no data	
AUDCHF2W.SURF	2020-01-31	no data	
AUDCHF3M.COMP	2020-01-31	low data size	
AUDCHF3M.SURF	2020-01-31	no data	
AUDCHF3M.UBSW	2020-01-31	low data size	
AUDCHF3W.COMP	2020-01-31	no data	
AUDCHF3W.SURF	2020-01-31	no data	
AUDCHF4M.COMP	2020-01-31	no data	
AUDCHF4M.SURF	2020-01-31	no data	
AUDCHF5M.COMP	2020-01-31	no data	
AUDCHF5M.SURF	2020-01-31	no data	
AUDCHF6M.COMP	2020-01-31	response error	500
AUDCHF6M.SURF	2020-01-31	no data	
AUDCHF6M.UBSW	2020-01-31	response error	500
AUDCHF7M.COMP	2020-01-31	no data	
AUDCHF7M.SURF	2020-01-31	no data	
AUDCHF8M.COMP	2020-01-31	no data	
AUDCHF8M.SURF	2020-01-31	no data	
AUDCHF9M.COMP	2020-01-31	no data	
AUDCHF9M.SURF	2020-01-31	no data	
AUDCHFON.COMP	2020-01-31	no data	
AUDCHFON.SURF	2020-01-31	no data	
AUDCHFSN.COMP	2020-01-31	no data	
AUDCHFSN.SURF	2020-01-31	no data	
AUDCHFTN.COMP	2020-01-31	no data	
AUDCHFTN.SURF	2020-01-31	no data	
AUDCLP.COMP	2020-01-31	no data	
AUDCLP.EUAM	2020-01-31	no data	
AUDCNH.CMC	2020-01-31	no data	
AUDCNH.COMP	2020-01-31	no data	
AUDCNH.RADA	2020-01-31	no data	
AUDCNH.SAXO	2020-01-31	no data	
AUDCZK.CMC	2020-01-31	no data	
AUDDKK.CMC	2020-01-31	no data	
AUDDKK.MOR2	2020-01-31	no data	
AUDDKK.SURF	2020-01-31	no data	
AUDEUR.CMC	2020-01-31	no data	
AUDEUR.MORN	2020-01-31	no data	
AUDEUR.SURF	2020-01-31	no data	
AUDGBP.ABBA	2020-01-31	low data size	
AUDGBP.CMC	2020-01-31	no data	
AUDGBP.MORN	2020-01-31	no data	
AUDGBP.SURF	2020-01-31	no data	
AUDGF	2020-01-31	response error	503
AUDHKD.CMC	2020-01-31	no data	
AUDHKD.MORN	2020-01-31	no data	
AUDHKD.SAXO	2020-01-31	no data	
AUDHKD.SURF	2020-01-31	no data	
AUDHRK.COMP	2020-01-31	no data	
AUDHRK.EUAM	2020-01-31	no data	
AUDHUF.ABBA	2020-01-31	low data size	
AUDHUF.CMC	2020-01-31	no data	
AUDHUF.MORN	2020-01-31	no data	
AUDIDR.ABBA	2020-01-31	low data size	
AUDIDR.MORN	2020-01-31	no data	
AUDINR.ABBA	2020-01-31	low data size	
AUDINR.MORN	2020-01-31	no data	
AUDISK.MOR2	2020-01-31	no data	
AUDJPY.BNPF	2020-01-31	no data	
AUDJPY.CMC	2020-01-31	no data	
AUDJPY.MORN	2020-01-31	no data	
AUDJPY.SURF	2020-01-31	no data	
AUDJPY.UWCL	2020-01-31	no data	
AUDJPY10M.COMP	2020-01-31	response error	500
AUDJPY10M.SURF	2020-01-31	no data	
AUDJPY11M.COMP	2020-01-31	response error	500
AUDJPY11M.SURF	2020-01-31	no data	
AUDJPY12M.COMP	2020-01-31	response error	500
AUDJPY12M.SURF	2020-01-31	no data	
AUDJPY1M.BNPF	2020-01-31	no data	
AUDJPY1M.COMP	2020-01-31	response error	500
AUDJPY1M.SURF	2020-01-31	no data	
AUDJPY1W.COMP	2020-01-31	response error	500
AUDJPY1W.SURF	2020-01-31	no data	
AUDJPY24M.COMP	2020-01-31	response error	500
AUDJPY24M.SURF	2020-01-31	no data	
AUDJPY2M.COMP	2020-01-31	response error	500
AUDJPY2M.SURF	2020-01-31	no data	
AUDJPY2W.COMP	2020-01-31	response error	500
AUDJPY2W.SURF	2020-01-31	no data	
AUDJPY3M.BNPF	2020-01-31	no data	
AUDJPY3M.COMP	2020-01-31	response error	500
AUDJPY3M.SURF	2020-01-31	no data	
AUDJPY3W.COMP	2020-01-31	response error	500
AUDJPY3W.SURF	2020-01-31	no data	
AUDJPY4M.COMP	2020-01-31	response error	500
AUDJPY4M.SURF	2020-01-31	no data	
AUDJPY5M.COMP	2020-01-31	response error	500
AUDJPY5M.SURF	2020-01-31	no data	
AUDJPY6M.COMP	2020-01-31	response error	500
AUDJPY6M.SURF	2020-01-31	no data	
AUDJPY7M.COMP	2020-01-31	response error	500
AUDJPY7M.SURF	2020-01-31	no data	
AUDJPY8M.COMP	2020-01-31	response error	500
AUDJPY8M.SURF	2020-01-31	no data	
AUDJPY9M.COMP	2020-01-31	response error	500
AUDJPY9M.SURF	2020-01-31	no data	
AUDJPYSN.COMP	2020-01-31	response error	500
AUDJPYSN.SURF	2020-01-31	no data	
AUDJPYTN.COMP	2020-01-31	response error	500
AUDJPYTN.SURF	2020-01-31	no data	
AUDLFX.COMP	2020-01-31	no data	
AUDLFX.UWCL	2020-01-31	no data	
AUDLTL.COMP	2020-01-31	no data	
AUDLTL.EUAM	2020-01-31	no data	
AUDMAD.COMP	2020-01-31	no data	
AUDMAD.EUAM	2020-01-31	no data	
AUDMXN.CMC	2020-01-31	no data	
AUDMXN.SAXO	2020-01-31	no data	
AUDNOK.CMC	2020-01-31	no data	
AUDNOK.MOR2	2020-01-31	no data	
AUDNOK.SAXO	2020-01-31	no data	
AUDNOK.SURF	2020-01-31	no data	
AUDNZD.ABBA	2020-01-31	low data size	
AUDNZD.BNPF	2020-01-31	no data	
AUDNZD.CMC	2020-01-31	no data	
AUDNZD.MORN	2020-01-31	no data	
AUDNZD.SURF	2020-01-31	no data	
AUDNZD.UWCL	2020-01-31	no data	
AUDNZD10M.COMP	2020-01-31	response error	500
AUDNZD10M.SURF	2020-01-31	no data	
AUDNZD11M.COMP	2020-01-31	response error	500
AUDNZD11M.SURF	2020-01-31	no data	
AUDNZD12M.COMP	2020-01-31	response error	500
AUDNZD12M.SURF	2020-01-31	no data	
AUDNZD1M.BNPF	2020-01-31	no data	
AUDNZD1M.COMP	2020-01-31	response error	500
AUDNZD1M.SURF	2020-01-31	no data	
AUDNZD1W.COMP	2020-01-31	response error	500
AUDNZD1W.SURF	2020-01-31	no data	
AUDNZD24M.COMP	2020-01-31	response error	500
AUDNZD24M.SURF	2020-01-31	no data	
AUDNZD2M.COMP	2020-01-31	response error	500
AUDNZD2M.SURF	2020-01-31	no data	
AUDNZD2W.COMP	2020-01-31	response error	500
AUDNZD2W.SURF	2020-01-31	no data	
AUDNZD3M.BNPF	2020-01-31	no data	
AUDNZD3M.COMP	2020-01-31	response error	500
AUDNZD3M.SURF	2020-01-31	no data	
AUDNZD3W.COMP	2020-01-31	response error	500
AUDNZD3W.SURF	2020-01-31	no data	
AUDNZD4M.COMP	2020-01-31	response error	500
AUDNZD4M.SURF	2020-01-31	no data	
AUDNZD5M.COMP	2020-01-31	response error	500
AUDNZD5M.SURF	2020-01-31	no data	
AUDNZD6M.COMP	2020-01-31	response error	500
AUDNZD6M.SURF	2020-01-31	no data	
AUDNZD7M.COMP	2020-01-31	response error	500
AUDNZD7M.SURF	2020-01-31	no data	
AUDNZD8M.COMP	2020-01-31	response error	500
AUDNZD8M.SURF	2020-01-31	no data	
AUDNZD9M.COMP	2020-01-31	response error	500
AUDNZD9M.SURF	2020-01-31	no data	
