symbol	date	error_type	error_code
AUDNZDSN.COMP	2020-01-31	response error	500
AUDNZDSN.SURF	2020-01-31	no data	
AUDNZDTN.COMP	2020-01-31	response error	500
AUDNZDTN.SURF	2020-01-31	no data	
AUDPGK.COMP	2020-01-31	no data	
AUDPGK.EUAM	2020-01-31	no data	
AUDPHP.COMP	2020-01-31	no data	
AUDPHP.EUAM	2020-01-31	no data	
AUDPLN.CMC	2020-01-31	no data	
AUDRON.COMP	2020-01-31	response error	503
AUDRON.EUAM	2020-01-31	response error	503
AUDRUB.COMP	2020-01-31	no data	
AUDRUB.EUAM	2020-01-31	no data	
AUDSDR.COMP	2020-01-31	no data	
AUDSDR.EUAM	2020-01-31	no data	
AUDSEK.CMC	2020-01-31	no data	
AUDSEK.MOR2	2020-01-31	no data	
AUDSEK.SAXO	2020-01-31	no data	
AUDSEK.SURF	2020-01-31	no data	
AUDSGD.ABBA	2020-01-31	low data size	
AUDSGD.CMC	2020-01-31	no data	
AUDSGD.MORN	2020-01-31	no data	
AUDSGD.SURF	2020-01-31	no data	
AUDTOP.COMP	2020-01-31	no data	
AUDTOP.EUAM	2020-01-31	no data	
AUDTRY.CMC	2020-01-31	no data	
AUDTRY.COMP	2020-01-31	no data	
AUDTRY.SAXO	2020-01-31	no data	
AUDUSD.BNPF	2020-01-31	no data	
AUDUSD.CMC	2020-01-31	no data	
AUDUSD.MOR2	2020-01-31	no data	
AUDUSD.MORN	2020-01-31	no data	
AUDUSD.SURF	2020-01-31	no data	
AUDUSD.UWCL	2020-01-31	no data	
AUDUSD10M.COMP	2020-01-31	response error	500
AUDUSD10M.SURF	2020-01-31	no data	
AUDUSD11M.COMP	2020-01-31	response error	500
AUDUSD11M.SURF	2020-01-31	no data	
AUDUSD12M.COMP	2020-01-31	response error	500
AUDUSD12M.SURF	2020-01-31	no data	
AUDUSD1M.BNPF	2020-01-31	no data	
AUDUSD1M.COMP	2020-01-31	response error	500
AUDUSD1M.SURF	2020-01-31	no data	
AUDUSD1W.COMP	2020-01-31	response error	500
AUDUSD1W.SURF	2020-01-31	no data	
AUDUSD24M.COMP	2020-01-31	response error	500
AUDUSD24M.SURF	2020-01-31	no data	
AUDUSD2M.COMP	2020-01-31	response error	500
AUDUSD2M.SURF	2020-01-31	no data	
AUDUSD2W.COMP	2020-01-31	response error	500
AUDUSD2W.SURF	2020-01-31	no data	
AUDUSD36M.COMP	2020-01-31	response error	500
AUDUSD36M.SURF	2020-01-31	no data	
AUDUSD3M.BNPF	2020-01-31	no data	
AUDUSD3M.COMP	2020-01-31	response error	500
AUDUSD3M.SURF	2020-01-31	no data	
AUDUSD3W.COMP	2020-01-31	response error	500
AUDUSD3W.SURF	2020-01-31	no data	
AUDUSD4M.COMP	2020-01-31	response error	500
AUDUSD4M.SURF	2020-01-31	no data	
AUDUSD4Y.COMP	2020-01-31	response error	500
AUDUSD4Y.SURF	2020-01-31	no data	
AUDUSD5M.COMP	2020-01-31	response error	500
AUDUSD5M.SURF	2020-01-31	no data	
AUDUSD5Y.COMP	2020-01-31	response error	500
AUDUSD5Y.SURF	2020-01-31	no data	
AUDUSD6M.COMP	2020-01-31	response error	500
AUDUSD6M.SURF	2020-01-31	no data	
AUDUSD7M.COMP	2020-01-31	response error	500
AUDUSD7M.SURF	2020-01-31	no data	
AUDUSD8M.COMP	2020-01-31	response error	500
AUDUSD8M.SURF	2020-01-31	no data	
AUDUSD9M.COMP	2020-01-31	response error	500
AUDUSD9M.SURF	2020-01-31	no data	
AUDUSDON.COMP	2020-01-31	response error	500
AUDUSDON.SURF	2020-01-31	no data	
AUDUSDSN.COMP	2020-01-31	response error	500
AUDUSDSN.SURF	2020-01-31	no data	
AUDUSDTN.COMP	2020-01-31	response error	500
AUDUSDTN.SURF	2020-01-31	no data	
AUDVF	2020-01-31	low data size	
AUDZAR.ABBA	2020-01-31	low data size	
AUDZAR.CMC	2020-01-31	no data	
AUDZAR.MORN	2020-01-31	no data	
AUDZAR.SAXO	2020-01-31	no data	
AUEEF	2020-01-31	low data size	
AUHEF	2020-01-31	low data size	
AUIAF	2020-01-31	no data	
AUKNY	2020-01-31	no data	
AUKUF	2020-01-31	low data size	
AULGF	2020-01-31	low data size	
AULRF	2020-01-31	no data	
AUM.X	2020-01-31	low data size	
AUMTF	2020-01-31	response error	503
AUNFF	2020-01-31	response error	503
AUOTY	2020-01-31	response error	503
AURM	2020-01-31	low data size	
AURT	2020-01-31	no data	
AURX	2020-01-31	no data	
AUSAF	2020-01-31	response error	503
AUSDF	2020-01-31	no data	
AUSTF	2020-01-31	low data size	
AUTLF	2020-01-31	low data size	
AUTLY	2020-01-31	low data size	
AUTR	2020-01-31	no data	
AUUMF	2020-01-31	no data	
AUVGF	2020-01-31	low data size	
AUXRF	2020-01-31	response error	503
AUXXF	2020-01-31	no data	
AVACF	2020-01-31	no data	
AVAL	2020-01-31	no data	
AVASF	2020-01-31	no data	
AVCIF	2020-01-31	response error	503
AVCRF	2020-01-31	low data size	
AVCVF	2020-01-31	low data size	
AVDWF	2020-01-31	low data size	
AVDX	2020-01-31	no data	
AVEPY	2020-01-31	no data	
AVEVF	2020-01-31	low data size	
AVFL	2020-01-31	response error	500
AVFP	2020-01-31	no data	
AVGG	2020-01-31	low data size	
AVH	2020-01-31	no data	
AVHNF	2020-01-31	no data	
AVHNY	2020-01-31	no data	
AVIJF	2020-01-31	low data size	
AVIKF	2020-01-31	low data size	
AVIVF	2020-01-31	no data	
AVIX	2020-01-31	no data	
AVLIF	2020-01-31	no data	
AVLNF	2020-01-31	no data	
AVLP	2020-01-31	no data	
AVLR	2020-01-31	no data	
AVLS	2020-01-31	low data size	
AVLZF	2020-01-31	no data	
AVMMF	2020-01-31	no data	
AVMR	2020-01-31	no data	
AVMXF	2020-01-31	low data size	
AVMXY	2020-01-31	no data	
AVNBF	2020-01-31	low data size	
AVNE	2020-01-31	none data	
AVNLF	2020-01-31	no data	
AVOP	2020-01-31	low data size	
AVOT	2020-01-31	low data size	
AVPFF	2020-01-31	low data size	
AVPMF	2020-01-31	no data	
AVRI	2020-01-31	low data size	
AVRN	2020-01-31	no data	
AVRTF	2020-01-31	no data	
AVSFY	2020-01-31	no data	
AVTR	2020-01-31	response error	503
AVTR-A	2020-01-31	response error	503
AVVIY	2020-01-31	no data	
AVVYY	2020-01-31	no data	
AVVZF	2020-01-31	no data	
AVXAF	2020-01-31	low data size	
AVYA	2020-01-31	no data	
AVYAW	2020-01-31	no data	
AW03.X	2020-01-31	no data	
AW04.X	2020-01-31	no data	
AW05.X	2020-01-31	no data	
AW06.X	2020-01-31	no data	
AW07.X	2020-01-31	no data	
AW08.X	2020-01-31	no data	
AW09.X	2020-01-31	no data	
AW10.X	2020-01-31	no data	
AW11.X	2020-01-31	no data	
AW12.X	2020-01-31	no data	
AW13.X	2020-01-31	no data	
AW14.X	2020-01-31	no data	
AWAEF	2020-01-31	low data size	
AWCMF	2020-01-31	low data size	
AWCMY	2020-01-31	no data	
AWGGBP.COMP	2020-01-31	no data	
AWGGBP.EUAM	2020-01-31	no data	
AWGSRD.COMP	2020-01-31	no data	
AWGSRD.EUAM	2020-01-31	no data	
AWGUSD.COMP	2020-01-31	no data	
AWGUSD.EUAM	2020-01-31	no data	
AWHI	2020-01-31	no data	
AWKS	2020-01-31	low data size	
AWLCF	2020-01-31	no data	
AWON	2020-01-31	no data	
AWRS	2020-01-31	no data	
AWRY	2020-01-31	low data size	
AWTRF	2020-01-31	low data size	
AWWI	2020-01-31	low data size	
AXAHY	2020-01-31	no data	
AXBSF	2020-01-31	no data	
AXCG	2020-01-31	low data size	
AXDDF	2020-01-31	no data	
AXELF	2020-01-31	low data size	
AXFOF	2020-01-31	low data size	
AXFOY	2020-01-31	low data size	
AXIIF	2020-01-31	no data	
AXIM	2020-01-31	no data	
AXIO	2020-01-31	low data size	
AXLX	2020-01-31	no data	
AXMM	2020-01-31	no data	
AXNNF	2020-01-31	no data	
AXNVF	2020-01-31	no data	
AXO	2020-01-31	no data	
AXPLF	2020-01-31	no data	
AXPQQ	2020-01-31	no data	
AXPRF	2020-01-31	low data size	
AXPT	2020-01-31	low data size	
AXS-D	2020-01-31	no data	
AXS-E	2020-01-31	no data	
AXSAF	2020-01-31	low data size	
AXSPY	2020-01-31	response error	503
AXTA	2020-01-31	no data	
AXTLF	2020-01-31	low data size	
AXX.X	2020-01-31	no data	
AXXA	2020-01-31	no data	
AXXDF	2020-01-31	no data	
AXXIY	2020-01-31	no data	
AXXTF	2020-01-31	no data	
AYAAF	2020-01-31	low data size	
AYAAY	2020-01-31	response error	503
AYALY	2020-01-31	no data	
AYGUY	2020-01-31	no data	
AYHC	2020-01-31	low data size	
AYRSF	2020-01-31	response error	503
AYTEF	2020-01-31	no data	
AYTUW	2020-01-31	no data	
AYTUZ	2020-01-31	no data	
AYX	2020-01-31	no data	
AYYBF	2020-01-31	no data	
AYYLF	2020-01-31	low data size	
AZASF	2020-01-31	no data	
AZBCF	2020-01-31	low data size	
AZFL	2020-01-31	no data	
AZIHF	2020-01-31	no data	
AZIHY	2020-01-31	no data	
AZIL	2020-01-31	no data	
AZKLF	2020-01-31	no data	
AZLCZ	2020-01-31	low data size	
AZNVF	2020-01-31	low data size	
AZRE	2020-01-31	no data	
AZRGF	2020-01-31	no data	
AZRH	2020-01-31	no data	
AZRMF	2020-01-31	no data	
AZRTF	2020-01-31	no data	
AZSEY	2020-01-31	low data size	
AZTEF	2020-01-31	low data size	
AZUL	2020-01-31	no data	
AZUMF	2020-01-31	low data size	
AZURF	2020-01-31	no data	
AZZTF	2020-01-31	no data	
AZZUF	2020-01-31	no data	
AZZVF	2020-01-31	no data	
B1000GI.X	2020-01-31	no data	
B1000PI.X	2020-01-31	no data	
B1300GI.X	2020-01-31	no data	
B1300PI.X	2020-01-31	no data	
B1700GI.X	2020-01-31	no data	
B1700PI.X	2020-01-31	no data	
B2000GI.X	2020-01-31	no data	
B2000PI.X	2020-01-31	no data	
B2300GI.X	2020-01-31	no data	
B2300PI.X	2020-01-31	no data	
B2700GI.X	2020-01-31	no data	
B2700PI.X	2020-01-31	no data	
B3000GI.X	2020-01-31	no data	
B3000PI.X	2020-01-31	no data	
B3500GI.X	2020-01-31	no data	
B3500PI.X	2020-01-31	no data	
B3700GI.X	2020-01-31	no data	
B3700PI.X	2020-01-31	no data	
B4000GI.X	2020-01-31	no data	
B4000PI.X	2020-01-31	no data	
B4500GI.X	2020-01-31	no data	
B4500PI.X	2020-01-31	no data	
B5000GI.X	2020-01-31	no data	
B5000PI.X	2020-01-31	no data	
B5300GI.X	2020-01-31	no data	
B5300PI.X	2020-01-31	no data	
B5500GI.X	2020-01-31	no data	
B5500PI.X	2020-01-31	no data	
B5700GI.X	2020-01-31	no data	
B5700PI.X	2020-01-31	no data	
B6000GI.X	2020-01-31	no data	
B6000PI.X	2020-01-31	no data	
B6500GI.X	2020-01-31	no data	
B6500PI.X	2020-01-31	no data	
B7000GI.X	2020-01-31	no data	
B7000PI.X	2020-01-31	no data	
B7500GI.X	2020-01-31	no data	
B7500PI.X	2020-01-31	no data	
B8000GI.X	2020-01-31	no data	
B8000PI.X	2020-01-31	no data	
B8300GI.X	2020-01-31	no data	
B8300PI.X	2020-01-31	no data	
B8600GI.X	2020-01-31	no data	
B8600PI.X	2020-01-31	no data	
B8700GI.X	2020-01-31	no data	
B8700PI.X	2020-01-31	no data	
B9000GI.X	2020-01-31	no data	
B9000PI.X	2020-01-31	no data	
B9500GI.X	2020-01-31	no data	
B9500PI.X	2020-01-31	no data	
BABA	2020-01-31	no data	
BABYF	2020-01-31	response error	503
BAC-A	2020-01-31	no data	
BAC-B	2020-01-31	no data	
BAC-C	2020-01-31	no data	
BAC-K	2020-01-31	no data	
BAC-M	2020-01-31	response error	503
BAC-N	2020-01-31	response error	503
BAC-W	2020-01-31	no data	
BACHY	2020-01-31	low data size	
BADG	2020-01-31	no data	
BAFBF	2020-01-31	low data size	
BAFI	2020-01-31	response error	500
BAFYY	2020-01-31	no data	
BAH	2020-01-31	no data	
BALMF	2020-01-31	low data size	
BALOF	2020-01-31	low data size	
BALTF	2020-01-31	no data	
BAMGBP.COMP	2020-01-31	no data	
BAMGBP.EUAM	2020-01-31	no data	
BAMGF	2020-01-31	no data	
BAMKF	2020-01-31	no data	
BAMUSD.COMP	2020-01-31	no data	
BAMUSD.EUAM	2020-01-31	no data	
BANC-D	2020-01-31	no data	
BANC-E	2020-01-31	no data	
BANGN	2020-01-31	low data size	
BANJ	2020-01-31	no data	
BANT	2020-01-31	response error	503
BAOOF	2020-01-31	no data	
BAOXF	2020-01-31	no data	
BAPR	2020-01-31	response error	503
BAPR.IV.X	2020-01-31	response error	503
BARK	2020-01-31	low data size	
BARRF	2020-01-31	response error	503
BARZ	2020-01-31	no data	
BASA	2020-01-31	low data size	
BASCF	2020-01-31	low data size	
BASWW	2020-01-31	no data	
BATMF	2020-01-31	low data size	
BATRB	2020-01-31	no data	
BAUG	2020-01-31	response error	503
BAUG.IV.X	2020-01-31	response error	503
BBAGF	2020-01-31	no data	
BBAJF	2020-01-31	response error	503
BBAR	2020-01-31	response error	503
BBAVF	2020-01-31	low data size	
BBAVY	2020-01-31	low data size	
BBAX	2020-01-31	no data	
BBBK	2020-01-31	response error	500
BBBMF	2020-01-31	no data	
BBBSF	2020-01-31	low data size	
BBBXF	2020-01-31	no data	
BBCA	2020-01-31	no data	
BBCPW	2020-01-31	no data	
BBDDKK.COMP	2020-01-31	no data	
BBDDKK.MOR2	2020-01-31	no data	
BBDEUR.COMP	2020-01-31	no data	
BBDEUR.EUAM	2020-01-31	no data	
BBDO	2020-01-31	no data	
BBDSRD.COMP	2020-01-31	no data	
BBDSRD.EUAM	2020-01-31	no data	
BBDUSD.COMP	2020-01-31	no data	
BBDUSD.EUAM	2020-01-31	no data	
BBEDF	2020-01-31	no data	
BBEPQ	2020-01-31	no data	
BBEU	2020-01-31	no data	
BBIXF	2020-01-31	response error	503
BBJP	2020-01-31	no data	
BBKCF	2020-01-31	no data	
BBLG	2020-01-31	no data	
BBLS	2020-01-31	no data	
BBME	2020-01-31	low data size	
BBN	2020-01-31	no data	
BBPPQ	2020-01-31	no data	
BBRE	2020-01-31	no data	
BBRRF	2020-01-31	response error	503
BBSA	2020-01-31	response error	503
BBSA.IV.X	2020-01-31	response error	503
BBSA.NV.X	2020-01-31	response error	503
BBSEY	2020-01-31	no data	
BBSRF	2020-01-31	low data size	
BBT-F	2020-01-31	no data	
BBT-G	2020-01-31	no data	
BBT-H	2020-01-31	no data	
BBU	2020-01-31	no data	
BBUF246T.X	2020-01-31	no data	
BBURXAL.X	2020-01-31	no data	
BBURXALT.X	2020-01-31	no data	
BBUS	2020-01-31	response error	503
BBUS.IV.X	2020-01-31	response error	503
BBUS.NV.X	2020-01-31	response error	503
BBUXAL1T.X	2020-01-31	no data	
BBUXAL3T.X	2020-01-31	no data	
BBUXAL5T.X	2020-01-31	no data	
BBUXALC.X	2020-01-31	no data	
BBUXALCT.X	2020-01-31	no data	
BBUXALET.X	2020-01-31	no data	
BBUXALEU.X	2020-01-31	no data	
BBVKF	2020-01-31	low data size	
BBX	2020-01-31	no data	
BC-A	2020-01-31	no data	
BC-B	2020-01-31	no data	
BC-C	2020-01-31	response error	503
BCAL	2020-01-31	low data size	
BCAUY	2020-01-31	no data	
BCBF	2020-01-31	low data size	
BCC	2020-01-31	no data	
BCCCF	2020-01-31	no data	
BCCEF	2020-01-31	no data	
BCCLF	2020-01-31	no data	
BCCMY	2020-01-31	no data	
BCDI	2020-01-31	low data size	
BCDMF	2020-01-31	low data size	
BCDRF	2020-01-31	low data size	
BCDS	2020-01-31	response error	503
BCEFF	2020-01-31	no data	
BCEI	2020-01-31	no data	
BCGOF	2020-01-31	low data size	
BCHEY	2020-01-31	no data	
BCHFP	2020-01-31	response error	503
BCHHF	2020-01-31	no data	
BCKIF	2020-01-31	low data size	
BCKIY	2020-01-31	no data	
BCKMF	2020-01-31	no data	
BCLMF	2020-01-31	no data	
BCMKF	2020-01-31	response error	503
BCMRF	2020-01-31	no data	
BCMXY	2020-01-31	no data	
BCNAF	2020-01-31	low data size	
BCNAY	2020-01-31	no data	
BCNLF	2020-01-31	low data size	
BCOMAL1.X	2020-01-31	no data	
BCOMAL2.X	2020-01-31	no data	
BCOMAL2T.X	2020-01-31	no data	
BCOMAL6.X	2020-01-31	no data	
BCOMAL6T.X	2020-01-31	no data	
BCOMALC.X	2020-01-31	no data	
BCOMALCT.X	2020-01-31	no data	
BCOMAV.X	2020-01-31	no data	
BCOMAVT.X	2020-01-31	no data	
BCOMBO1.X	2020-01-31	no data	
BCOMBO2.X	2020-01-31	no data	
BCOMBO2T.X	2020-01-31	no data	
BCOMBO6.X	2020-01-31	no data	
BCOMBO6T.X	2020-01-31	no data	
BCOMBOC.X	2020-01-31	no data	
BCOMBOCT.X	2020-01-31	no data	
BCOMCC1.X	2020-01-31	no data	
BCOMCC2.X	2020-01-31	no data	
BCOMCC2T.X	2020-01-31	no data	
BCOMCC3.X	2020-01-31	no data	
BCOMCC3T.X	2020-01-31	no data	
BCOMCC6.X	2020-01-31	no data	
BCOMCC6T.X	2020-01-31	no data	
BCOMCL1.X	2020-01-31	no data	
BCOMCL2.X	2020-01-31	no data	
BCOMCL2T.X	2020-01-31	no data	
BCOMCL6.X	2020-01-31	no data	
BCOMCL6T.X	2020-01-31	no data	
BCOMCLC.X	2020-01-31	no data	
BCOMCLCT.X	2020-01-31	no data	
BCOMCN1.X	2020-01-31	no data	
BCOMCN2.X	2020-01-31	no data	
BCOMCN2T.X	2020-01-31	no data	
BCOMCN6.X	2020-01-31	no data	
BCOMCN6T.X	2020-01-31	no data	
BCOMCNC.X	2020-01-31	no data	
BCOMCNCT.X	2020-01-31	no data	
BCOMCO.X	2020-01-31	no data	
BCOMCO1.X	2020-01-31	no data	
BCOMCO2.X	2020-01-31	no data	
BCOMCO2T.X	2020-01-31	no data	
BCOMCO3.X	2020-01-31	no data	
BCOMCO6.X	2020-01-31	no data	
BCOMCO6T.X	2020-01-31	no data	
BCOMCOC.X	2020-01-31	no data	
BCOMCOCT.X	2020-01-31	no data	
BCOMCOT.X	2020-01-31	no data	
BCOMCR.X	2020-01-31	no data	
BCOMCR3.X	2020-01-31	no data	
BCOMCRT.X	2020-01-31	no data	
BCOMCT1.X	2020-01-31	no data	
BCOMCT2.X	2020-01-31	no data	
BCOMCT2T.X	2020-01-31	no data	
BCOMCT6.X	2020-01-31	no data	
BCOMCT6T.X	2020-01-31	no data	
BCOMCTC.X	2020-01-31	no data	
BCOMCTCT.X	2020-01-31	no data	
BCOMCW.X	2020-01-31	no data	
BCOMCW3.X	2020-01-31	no data	
BCOMCW3T.X	2020-01-31	no data	
BCOMCWT.X	2020-01-31	no data	
BCOMDATM.X	2020-01-31	no data	
BCOMDCTM.X	2020-01-31	no data	
BCOMDETM.X	2020-01-31	no data	
BCOMDFTM.X	2020-01-31	no data	
BCOMDPTM.X	2020-01-31	no data	
BCOMDYTM.X	2020-01-31	no data	
BCOMEN5.X	2020-01-31	no data	
BCOMEN5T.X	2020-01-31	no data	
BCOMF4.X	2020-01-31	no data	
BCOMF4T.X	2020-01-31	no data	
BCOMF5.X	2020-01-31	no data	
BCOMF5T.X	2020-01-31	no data	
BCOMF6.X	2020-01-31	no data	
BCOMF6T.X	2020-01-31	no data	
BCOMFC.X	2020-01-31	no data	
BCOMFCT.X	2020-01-31	no data	
BCOMGC1.X	2020-01-31	no data	
BCOMGC2.X	2020-01-31	no data	
BCOMGC2T.X	2020-01-31	no data	
BCOMGC6.X	2020-01-31	no data	
BCOMGC6T.X	2020-01-31	no data	
BCOMGCC.X	2020-01-31	no data	
BCOMGCCT.X	2020-01-31	no data	
BCOMGO.X	2020-01-31	no data	
BCOMGO3.X	2020-01-31	no data	
BCOMGO3T.X	2020-01-31	no data	
BCOMGOT.X	2020-01-31	no data	
BCOMGR5.X	2020-01-31	no data	
BCOMGR5T.X	2020-01-31	no data	
BCOMHC.X	2020-01-31	low data size	
BCOMHCT.X	2020-01-31	low data size	
BCOMHG1.X	2020-01-31	no data	
BCOMHG2.X	2020-01-31	no data	
BCOMHG2T.X	2020-01-31	no data	
BCOMHG6.X	2020-01-31	no data	
BCOMHG6T.X	2020-01-31	no data	
BCOMHGC.X	2020-01-31	no data	
BCOMHGCT.X	2020-01-31	no data	
BCOMHL.X	2020-01-31	no data	
BCOMHLT.X	2020-01-31	no data	
BCOMHO1.X	2020-01-31	no data	
BCOMHO2.X	2020-01-31	no data	
BCOMHO2T.X	2020-01-31	no data	
BCOMHO6.X	2020-01-31	no data	
BCOMHO6T.X	2020-01-31	no data	
BCOMHOC.X	2020-01-31	no data	
BCOMHOCT.X	2020-01-31	no data	
BCOMHW.X	2020-01-31	no data	
BCOMHWT.X	2020-01-31	no data	
BCOMIN5.X	2020-01-31	no data	
BCOMIN5T.X	2020-01-31	no data	
BCOMKC1.X	2020-01-31	no data	
BCOMKC2.X	2020-01-31	no data	
BCOMKC2T.X	2020-01-31	no data	
BCOMKC6.X	2020-01-31	no data	
BCOMKC6T.X	2020-01-31	no data	
BCOMKCC.X	2020-01-31	no data	
BCOMKCCT.X	2020-01-31	no data	
BCOMKW.X	2020-01-31	no data	
BCOMKW1.X	2020-01-31	no data	
BCOMKW2.X	2020-01-31	no data	
BCOMKW2T.X	2020-01-31	no data	
BCOMKW3.X	2020-01-31	no data	
BCOMKW3T.X	2020-01-31	no data	
BCOMKW6.X	2020-01-31	no data	
BCOMKW6T.X	2020-01-31	no data	
BCOMKWC.X	2020-01-31	no data	
BCOMKWCT.X	2020-01-31	no data	
BCOMKWT.X	2020-01-31	no data	
BCOMLC1.X	2020-01-31	no data	
BCOMLC2.X	2020-01-31	no data	
BCOMLC2T.X	2020-01-31	no data	
BCOMLC6.X	2020-01-31	no data	
BCOMLC6T.X	2020-01-31	no data	
BCOMLCC.X	2020-01-31	no data	
BCOMLCCT.X	2020-01-31	no data	
BCOMLH1.X	2020-01-31	no data	
BCOMLH2.X	2020-01-31	no data	
BCOMLH2T.X	2020-01-31	no data	
BCOMLH6.X	2020-01-31	no data	
BCOMLH6T.X	2020-01-31	no data	
BCOMLHC.X	2020-01-31	no data	
BCOMLHCT.X	2020-01-31	no data	
BCOMLI5.X	2020-01-31	no data	
BCOMLI5T.X	2020-01-31	no data	
BCOMNG1.X	2020-01-31	no data	
BCOMNG2.X	2020-01-31	no data	
BCOMNG2T.X	2020-01-31	no data	
BCOMNG6.X	2020-01-31	no data	
BCOMNG6T.X	2020-01-31	no data	
BCOMNGC.X	2020-01-31	no data	
BCOMNGCT.X	2020-01-31	no data	
BCOMNI1.X	2020-01-31	no data	
BCOMNI2.X	2020-01-31	no data	
BCOMNI2T.X	2020-01-31	no data	
BCOMNI6.X	2020-01-31	no data	
BCOMNI6T.X	2020-01-31	no data	
BCOMNIC.X	2020-01-31	no data	
BCOMNICT.X	2020-01-31	no data	
BCOMOJ.X	2020-01-31	no data	
BCOMOJT.X	2020-01-31	no data	
BCOMPB3.X	2020-01-31	no data	
BCOMPB3T.X	2020-01-31	no data	
BCOMPR5.X	2020-01-31	no data	
BCOMPR5T.X	2020-01-31	no data	
BCOMRAG.X	2020-01-31	no data	
BCOMRAGT.X	2020-01-31	no data	
BCOMRAL.X	2020-01-31	no data	
BCOMRALT.X	2020-01-31	no data	
BCOMRB1.X	2020-01-31	no data	
BCOMRB2.X	2020-01-31	no data	
BCOMRB2T.X	2020-01-31	no data	
BCOMRB6.X	2020-01-31	no data	
BCOMRB6T.X	2020-01-31	no data	
BCOMRBC.X	2020-01-31	no data	
BCOMRBCT.X	2020-01-31	no data	
BCOMRBO.X	2020-01-31	no data	
BCOMRBOT.X	2020-01-31	no data	
BCOMRCL.X	2020-01-31	no data	
BCOMRCLT.X	2020-01-31	no data	
BCOMRCN.X	2020-01-31	no data	
BCOMRCNT.X	2020-01-31	no data	
BCOMRCO.X	2020-01-31	no data	
BCOMRCOT.X	2020-01-31	no data	
BCOMRCT.X	2020-01-31	no data	
BCOMRCTT.X	2020-01-31	no data	
BCOMREN.X	2020-01-31	no data	
BCOMRENT.X	2020-01-31	no data	
BCOMRGC.X	2020-01-31	no data	
BCOMRGCT.X	2020-01-31	no data	
BCOMRGR.X	2020-01-31	no data	
BCOMRGRT.X	2020-01-31	no data	
BCOMRHG.X	2020-01-31	no data	
BCOMRHGT.X	2020-01-31	no data	
BCOMRHO.X	2020-01-31	no data	
BCOMRHOT.X	2020-01-31	no data	
BCOMRIN.X	2020-01-31	no data	
BCOMRINT.X	2020-01-31	no data	
BCOMRKC.X	2020-01-31	no data	
BCOMRKCT.X	2020-01-31	no data	
BCOMRLC.X	2020-01-31	no data	
BCOMRLCT.X	2020-01-31	no data	
BCOMRLH.X	2020-01-31	no data	
BCOMRLHT.X	2020-01-31	no data	
BCOMRLI.X	2020-01-31	no data	
BCOMRLIT.X	2020-01-31	no data	
BCOMRNG.X	2020-01-31	no data	
BCOMRNGT.X	2020-01-31	no data	
BCOMRNI.X	2020-01-31	no data	
BCOMRNIT.X	2020-01-31	no data	
BCOMRPE.X	2020-01-31	no data	
BCOMRPET.X	2020-01-31	no data	
BCOMRPR.X	2020-01-31	no data	
BCOMRPRT.X	2020-01-31	no data	
BCOMRRB.X	2020-01-31	no data	
BCOMRRBT.X	2020-01-31	no data	
BCOMRS.X	2020-01-31	no data	
BCOMRSB.X	2020-01-31	no data	
BCOMRSBT.X	2020-01-31	no data	
BCOMRSI.X	2020-01-31	no data	
BCOMRSIT.X	2020-01-31	no data	
BCOMRSO.X	2020-01-31	no data	
BCOMRSOT.X	2020-01-31	no data	
BCOMRST.X	2020-01-31	no data	
BCOMRSY.X	2020-01-31	no data	
BCOMRSYT.X	2020-01-31	no data	
BCOMRWH.X	2020-01-31	no data	
BCOMRWHT.X	2020-01-31	no data	
BCOMRXE.X	2020-01-31	no data	
BCOMRXET.X	2020-01-31	no data	
BCOMRZS.X	2020-01-31	no data	
BCOMRZST.X	2020-01-31	no data	
BCOMSB1.X	2020-01-31	no data	
BCOMSB2.X	2020-01-31	no data	
BCOMSB6.X	2020-01-31	no data	
BCOMSBC.X	2020-01-31	no data	
BCOMSG.X	2020-01-31	no data	
BCOMSGT.X	2020-01-31	no data	
BCOMSI1.X	2020-01-31	no data	
BCOMSI2.X	2020-01-31	no data	
BCOMSI6.X	2020-01-31	no data	
BCOMSIC.X	2020-01-31	no data	
BCOMSM.X	2020-01-31	no data	
BCOMSM1.X	2020-01-31	no data	
BCOMSM2.X	2020-01-31	no data	
BCOMSM3.X	2020-01-31	no data	
BCOMSM6.X	2020-01-31	no data	
BCOMSMC.X	2020-01-31	no data	
BCOMSMT.X	2020-01-31	no data	
BCOMSN3.X	2020-01-31	no data	
BCOMSO5.X	2020-01-31	no data	
BCOMSY1.X	2020-01-31	no data	
BCOMSY2.X	2020-01-31	no data	
BCOMSY6.X	2020-01-31	no data	
BCOMSYC.X	2020-01-31	no data	
BCOMWH1.X	2020-01-31	no data	
BCOMWH1T.X	2020-01-31	no data	
BCOMWH2.X	2020-01-31	no data	
BCOMWH2T.X	2020-01-31	no data	
BCOMWH6.X	2020-01-31	no data	
BCOMWH6T.X	2020-01-31	no data	
BCOMWHC.X	2020-01-31	no data	
BCOMWHCT.X	2020-01-31	no data	
BCOMXA2.X	2020-01-31	no data	
BCOMXA2T.X	2020-01-31	no data	
BCOMXA3.X	2020-01-31	no data	
BCOMXA3T.X	2020-01-31	no data	
BCOMXAG.X	2020-01-31	no data	
BCOMXAGT.X	2020-01-31	no data	
BCOMXAL.X	2020-01-31	no data	
BCOMXAL1.X	2020-01-31	no data	
